symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_30.0,put_atm_30.0,call_atm_30.0,prem_per_iv_primary_30.0,prem_per_iv_sec_30.0,prem_per_hv30_30.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
STX,3/27/26,0.9488,-0.17,Q1 High Premium / Low Risk,380.07,4/10/26,4.9872,78.2338,3.7414,79.5348,1.9273,80.5102,0.779,83.855,4/17/26,6.0375,79.1012,4.065,80.8353,2.0983,80.998,1.0086,83.1117,5/15/26,9.6261,82.4614,8.2906,85.5834,4.1769,88.315,1.5556,91.2418,6/18/26,11.1585,77.444,10.0464,80.1852,5.1405,81.7298,2.0833,85.2487,9/18/26,13.4151,74.8195,15.4633,76.0503,8.1542,77.5832,2.9758,81.4858,9.01,4.99,4.02,0.4884,0.0637,0.075,10.18,6.04,4.14,0.4456,0.0763,0.0908,15.02,9.63,5.4,0.4132,0.1167,0.1448,16.74,11.16,5.58,0.3766,0.1441,0.1678,18.07,13.42,4.65,0.2898,0.1793,0.2017,0.7548,0.665,0.8145,0.7823,1.177,0.1174,Equiv. Vol,0.791,1.19,0.1261,Equiv. Vol,0.8246,1.24,0.1597,Rich Vol,0.7744,1.165,0.1095,Equiv. Vol,0.7482,1.125,0.0832,Equiv. Vol,1,0.73,8.7,8.7,Normal,2,0.73,15.31,17.52,Normal,4.75,3.76,,,,,,,,,,,,,,,,,,,0.123852,-0.000526,0.124378,4.738,5.643,9.359,10.9361,13.8247,0.946,0.232,0.945,Cheap + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,1.8003,0.404,Normal,0.899,0.899,0.899
ALB,3/27/26,0.8409,-0.2666,Q1 High Premium / Low Risk,179.45,4/10/26,4.6845,70.0228,3.3819,70.7542,1.7129,71.7303,0.7495,78.6984,4/17/26,5.5006,69.9413,4.0192,71.486,2.1466,73.096,0.9132,78.0713,5/15/26,8.4146,71.3396,6.6035,73.6813,3.5142,76.12,1.4196,79.2908,6/18/26,10.0056,67.828,8.8047,69.7788,4.4581,72.4618,1.6838,75.6322,9/18/26,12.9911,66.6893,13.4677,68.5246,6.9016,70.9494,2.9013,74.796,8.07,4.68,3.39,0.4892,0.0669,0.0799,10.86,5.5,5.36,0.5378,0.0786,0.0938,14.29,8.41,5.88,0.4543,0.118,0.1435,15.28,10.01,5.27,0.3925,0.1475,0.1706,18.59,12.99,5.6,0.3345,0.1948,0.2215,0.5782,0.5866,0.6261,0.7002,1.194,0.1136,Equiv. Vol,0.6994,1.192,0.1128,Equiv. Vol,0.7134,1.216,0.1268,Rich Vol,0.6783,1.156,0.0917,Equiv. Vol,0.6669,1.137,0.0803,Equiv. Vol,1,0.73,7.85,7.85,Normal,2,0.73,8.89,9.88,Normal,4.19,3.31,,,,,,,,,,,,,,,,,,,0.116991,-0.000494,0.117485,4.424,5.2043,8.0524,9.7654,13.0864,0.941,0.25,0.941,Cheap + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,1.6369,0.325,Normal,0.84,0.84,0.84
SHOP,3/27/26,0.8177,-0.2718,Q1 High Premium / Low Risk,111.85,4/10/26,4.42,69.2911,3.2052,71.4511,1.6942,73.681,0.7711,79.5345,4/17/26,5.3084,68.0228,4.1089,71.4047,2.1815,75.6325,0.8017,86.689,5/15/26,9.0523,75.6323,7.2307,79.047,4.325,82.9495,1.6663,86.8518,6/18/26,10.2705,69.291,8.3445,73.6813,4.6267,76.6075,1.9759,80.2662,7/17/26,10.3263,66.608,10.494,69.779,5.5655,72.218,2.5849,75.876,7.85,4.42,3.43,0.4804,0.0638,0.0798,9.76,5.31,4.45,0.4968,0.078,0.0958,15.69,9.05,6.64,0.4705,0.1197,0.1634,17.08,10.27,6.81,0.4296,0.1482,0.1854,14.29,10.33,3.97,0.3219,0.155,0.1864,0.5038,0.554,0.6217,0.6929,1.251,0.139,Rich Vol,0.6802,1.228,0.1263,Rich Vol,0.7563,1.365,0.2024,Rich Vol,0.6929,1.251,0.139,Rich Vol,0.6661,1.202,0.1121,Rich Vol,1,0.73,7.33,7.33,Normal,2,0.73,9.66,10.28,Normal,3.95,3.13,,,,,,,,,,,,,,,,,,,0.087479,-0.000317,0.087796,4.177,5.0685,8.688,9.8853,10.3598,0.837,0.367,0.834,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.6139,0.311,Normal,0.809,0.808,0.808
MSTR,3/27/26,0.8032,-0.1816,Q1 High Premium / Low Risk,126.03,4/10/26,4.6673,70.7543,3.1441,78.559,1.8051,85.388,0.8609,102.217,4/17/26,5.6521,71.7299,4.3045,78.0715,2.3744,85.876,1.089,103.1925,5/15/26,8.4434,74.9005,7.2007,80.51,3.802,87.3393,1.6639,103.339,6/18/26,10.6507,74.5348,9.9734,79.5888,5.5827,85.8151,2.4816,99.5173,7/17/26,11.5806,74.6566,12.14,78.7542,6.4733,84.4127,3.0158,96.4448,7.65,4.67,2.98,0.4586,0.066,0.0658,9.38,5.65,3.73,0.4529,0.0788,0.0797,13.5,8.44,5.06,0.4089,0.1127,0.1191,16.23,10.65,5.58,0.3795,0.1429,0.1502,15.99,11.58,4.41,0.3212,0.1551,0.1634,0.6843,0.7089,0.9244,0.7075,0.998,-0.0014,Equiv. Vol,0.7173,1.012,0.0084,Equiv. Vol,0.749,1.057,0.0401,Equiv. Vol,0.7453,1.051,0.0364,Equiv. Vol,0.7466,1.053,0.0376,Equiv. Vol,1,0.73,9.87,9.87,Normal,2,0.73,20.99,23.2,Normal,5.06,4.01,,,,,,,,,,,,,,,,,,,0.102947,0.000525,0.102422,4.3627,5.3826,8.1949,10.5152,11.6925,0.889,0.886,0.889,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9171,0.44,Normal,0.916,0.916,0.918
ONTO,3/27/26,0.797,-0.1744,Q1 High Premium / Low Risk,204.23,4/17/26,5.2465,68.3155,3.8559,68.803,2.0973,70.7543,0.9997,76.608,4/17/26,5.2465,68.3155,3.8559,68.803,2.0973,70.7543,0.9997,76.608,5/15/26,8.3582,71.73,6.6836,74.6568,3.6723,75.632,,,6/18/26,9.4322,68.153,8.9401,70.7543,4.2354,73.356,2.5951,76.608,9/18/26,12.4516,66.2666,12.8077,68.3851,,,,,10.26,5.25,5.01,0.5203,0.0768,0.086,10.26,5.25,5.01,0.5203,0.0768,0.086,14.39,8.36,6.04,0.4551,0.1165,0.137,15.89,9.43,6.46,0.4063,0.1384,0.1546,17.29,12.45,4.84,0.3131,0.1879,0.2041,0.6939,0.6101,0.5982,0.6832,1.12,0.073,Equiv. Vol,0.6832,1.12,0.073,Equiv. Vol,0.7173,1.176,0.1072,Equiv. Vol,0.6815,1.117,0.0714,Equiv. Vol,0.6627,1.086,0.0525,Equiv. Vol,1,0.73,9.12,9.12,Normal,3,1.1,8.89,9.89,Normal,4.35,3.45,,,,,,,,,,,,,,,,,,,0.104508,-0.000285,0.104793,4.9684,4.9684,8.0233,9.3338,12.5228,0.901,0.376,0.902,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9707,0.471,Normal,0.854,0.854,0.854
SLV,3/27/26,0.7328,-0.1222,Q1 High Premium / Low Risk,63.44,4/10/26,4.8904,75.9248,3.5595,79.9004,1.9733,85.5101,0.921,94.4471,4/17/26,5.8106,74.6568,4.3521,78.1688,2.4117,82.5834,1.0478,91.3564,5/15/26,8.2865,72.6517,6.7174,73.4562,3.5696,76.2825,1.4987,82.4614,6/18/26,10.0156,70.4999,8.6868,69.718,4.5397,70.8293,1.8709,74.5638,6/30/26,10.4117,70.229,9.0567,68.0001,4.7052,69.1784,1.9546,72.5197,8.6,4.89,3.71,0.4807,0.0644,0.0739,10.24,5.81,4.43,0.4749,0.0778,0.0878,13.19,8.29,4.9,0.4117,0.1141,0.1252,14.97,10.02,4.96,0.37,0.1421,0.1513,15.4,10.41,4.99,0.3571,0.1483,0.1573,0.6101,0.6621,1.0662,0.7592,1.147,0.0972,Equiv. Vol,0.7466,1.128,0.0845,Equiv. Vol,0.7265,1.097,0.0644,Equiv. Vol,0.705,1.065,0.0429,Equiv. Vol,0.7023,1.061,0.0402,Equiv. Vol,1,0.73,8.82,8.82,Normal,2,0.73,25.39,33.6,Normal,4.73,3.74,,,,,,,,,,,,,,,,,,,0.078348,-0.000798,0.079146,4.6242,5.5189,7.9727,9.7498,10.1407,0.767,0.155,0.776,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9434,0.455,Normal,0.895,0.895,0.895
MU,3/27/26,0.6553,-0.1161,Q1 High Premium / Low Risk,357.22,4/10/26,4.307,65.768,3.0557,68.9254,1.64,71.73,0.7212,78.0016,4/17/26,5.2001,65.8764,3.8891,69.3886,2.229,72.7055,0.9532,78.0715,5/15/26,7.4747,65.6812,6.1237,68.8033,3.5506,71.73,1.3976,77.4208,6/18/26,9.7594,66.2015,8.1165,68.5595,4.4318,71.4863,1.891,74.6568,7/17/26,10.6153,66.9914,10.0545,69.291,5.0931,71.974,2.0156,75.9109,8.01,4.31,3.7,0.5166,0.0655,0.0687,9.23,5.2,4.03,0.4852,0.0789,0.0829,12.54,7.47,5.06,0.4329,0.1138,0.1192,16.11,9.76,6.35,0.4241,0.1474,0.1556,15.36,10.62,4.74,0.3439,0.1585,0.1693,0.7154,0.6271,0.7054,0.6577,1.049,0.0306,Equiv. Vol,0.6588,1.05,0.0316,Equiv. Vol,0.6568,1.047,0.0297,Equiv. Vol,0.662,1.056,0.0349,Equiv. Vol,0.6699,1.068,0.0428,Equiv. Vol,1,0.73,8.33,8.33,Normal,4,1.47,9.76,10.03,Normal,4.48,3.54,,,,,,,,,,,,,,,,,,,0.090698,0.000158,0.09054,4.0567,4.9379,7.2045,9.4308,10.5031,0.857,0.692,0.853,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.1999,0.564,Moderate,0.866,0.867,0.867
BROS,3/27/26,0.6054,-0.5704,Q1 High Premium / Low Risk,46.69,4/10/26,3.9748,62.2995,3.0628,66.6568,1.8205,68.8035,1.0441,71.73,4/17/26,4.819,61.9743,3.664,66.155,1.6063,72.706,0.6961,78.071,5/15/26,8.4386,72.218,7.2285,72.7055,3.7214,75.632,1.3386,81.486,6/18/26,8.867,64.2507,7.9068,66.8517,4.5513,71.73,2.1953,73.0307,7/17/26,10.2235,62.2993,9.1026,63.9253,4.5245,66.852,1.8741,69.291,7.05,3.97,3.08,0.4802,0.0638,0.0694,9.14,4.82,4.32,0.511,0.0778,0.0842,13.13,8.44,4.69,0.4123,0.1168,0.1474,13.49,8.87,4.63,0.3659,0.138,0.1549,15.67,10.22,5.45,0.3773,0.1641,0.1785,0.5432,0.5726,0.5195,0.623,1.088,0.0504,Equiv. Vol,0.6197,1.082,0.0471,Equiv. Vol,0.7222,1.261,0.1496,Rich Vol,0.6425,1.122,0.0699,Equiv. Vol,0.623,1.088,0.0504,Equiv. Vol,0,0,0,7.16,Normal,4,1.47,7.28,8.45,Normal,4.09,3.24,,,,,,,,,,,,,,,,,,,0.085036,-4.00E-06,0.08504,3.7924,4.588,8.1966,8.675,9.9993,0.824,0.561,0.815,Cheap + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,0.9905,0.11,Normal,0.827,0.826,0.828
LYFT,3/27/26,0.5779,-0.7285,Q1 High Premium / Low Risk,12.86,4/10/26,3.7325,55.145,2.7022,61.9745,,,1.0109,75.1445,4/17/26,4.7045,55.145,3.3631,57.584,1.8274,61.974,0.972,85.7133,5/15/26,8.5148,74.169,7.2317,73.681,3.4992,76.608,1.147,86.3635,6/18/26,9.8367,64.901,8.6703,65.876,3.577,69.779,1.5941,73.681,7/17/26,9.6034,61.974,8.2232,63.4375,4.3546,65.876,2.7605,67.828,6.45,3.73,2.72,0.4966,0.0677,0.0849,8.48,4.7,3.77,0.5324,0.0853,0.107,13.08,8.51,4.57,0.4,0.1148,0.1937,15.88,9.84,6.05,0.4264,0.1516,0.2238,17.11,9.6,7.5,0.4141,0.155,0.2185,0.4439,0.4395,0.5651,0.5514,1.255,0.1119,Rich Vol,0.5514,1.255,0.1119,Rich Vol,0.7417,1.688,0.3022,Very Rich Vol,0.649,1.477,0.2095,Rich Vol,0.6197,1.41,0.1802,Rich Vol,0,0,0,5.09,Normal,1,0.37,18.6,18.6,Normal,3.14,2.48,,,,,,,,,,,,,,,,,,,0.084104,0.001015,0.083089,3.5264,4.4362,8.2582,9.6034,9.3274,0.807,0.96,0.799,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.3303,0.029,Normal,0.699,0.701,0.699
TOST,3/27/26,0.5627,-0.1393,Q1 High Premium / Low Risk,25.64,4/10/26,3.8027,59.6977,2.8991,62.9497,1.5211,69.779,0.78,75.1445,4/17/26,4.8297,60.3483,3.5881,63.6815,1.8526,68.4783,0.663,75.9573,5/15/26,7.6443,67.8278,6.484,73.1935,4.0172,76.6075,1.8786,78.559,6/18/26,8.5657,62.9495,8.2878,67.3398,4.3292,70.2665,1.877,73.925,9/18/26,11.4177,60.5108,11.9735,63.1938,6.4548,66.852,3.1396,70.2665,6.38,3.8,2.57,0.4532,0.0637,0.0848,8.42,4.83,3.59,0.4836,0.08,0.1078,13.33,7.64,5.68,0.4456,0.1127,0.1706,12.42,8.57,3.85,0.3437,0.1361,0.1911,16.53,11.42,5.12,0.3279,0.1887,0.2548,0.3714,0.4482,0.5082,0.597,1.332,0.1488,Rich Vol,0.6035,1.347,0.1553,Rich Vol,0.6783,1.513,0.2301,Very Rich Vol,0.6295,1.405,0.1813,Rich Vol,0.6051,1.35,0.1569,Rich Vol,1,0.73,7.68,7.68,Normal,3,1.1,8.52,10.95,Normal,3.2,2.53,,,,,,,,,,,,,,,,,,,0.105063,0.000112,0.104952,3.622,4.5814,7.4122,8.5101,11.5289,0.904,0.657,0.904,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.9229,0.445,Normal,0.713,0.713,0.713
INTC,3/27/26,0.5378,-0.4532,Q1 High Premium / Low Risk,43.13,4/10/26,4.0134,61.584,2.8032,64.5106,1.2984,66.852,0.6028,71.4047,4/17/26,5.0216,62.9497,3.8141,64.5104,1.8703,67.8277,0.7535,72.9495,5/15/26,7.6687,66.364,5.7993,68.5595,3.2924,70.7543,1.4375,77.1653,6/18/26,9.3806,63.925,7.9295,65.7137,3.9995,67.584,1.7373,72.7057,7/17/26,9.9728,62.3402,9.2569,63.7627,4.9444,64.9008,2.2639,68.9424,7.38,4.01,3.36,0.5081,0.0652,0.0711,8.84,5.02,3.82,0.4865,0.0798,0.0889,13.09,7.67,5.42,0.4473,0.1156,0.1358,13.97,9.38,4.59,0.3809,0.1467,0.1661,15.06,9.97,5.08,0.3623,0.16,0.1766,0.6448,0.5646,0.7785,0.6158,1.091,0.0512,Equiv. Vol,0.6295,1.115,0.0649,Equiv. Vol,0.6636,1.175,0.099,Equiv. Vol,0.6392,1.132,0.0747,Equiv. Vol,0.6234,1.104,0.0588,Equiv. Vol,0,0,0,6.84,Normal,4,1.47,12.62,18.67,Normal,4.03,3.19,,,,,,,,,,,,,,,,,,,0.084808,6.50E-05,0.084742,3.7714,4.7801,7.2948,9.0904,9.8296,0.818,0.613,0.809,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.3138,0.22,Normal,0.818,0.818,0.818
GDXJ,3/27/26,0.5281,-0.0891,Q1 High Premium / Low Risk,110.58,4/10/26,4.5244,69.9006,3.1357,71.8927,1.8539,72.706,,,4/17/26,5.3228,68.8033,3.9196,70.1969,2.2601,73.356,0.8962,79.5348,5/15/26,7.2896,64.4128,5.8578,65.5836,3.1141,66.8521,1.3455,71.73,6/18/26,8.0603,60.023,7.3911,60.9236,4.2616,61.4865,1.386,66.3316,8/21/26,9.8224,56.1207,9.3922,56.5475,4.8004,57.7467,2.4552,59.6328,7.7,4.52,3.17,0.4673,0.0647,0.0715,9.35,5.32,4.03,0.471,0.0774,0.0841,13.96,7.29,6.67,0.4915,0.1132,0.1151,11.74,8.06,3.68,0.3408,0.1343,0.1273,14.8,9.82,4.98,0.3454,0.175,0.1551,0.6418,0.6332,0.6769,0.699,1.104,0.0658,Equiv. Vol,0.688,1.087,0.0548,Equiv. Vol,0.6441,1.017,0.0109,Equiv. Vol,0.6002,0.948,-0.033,Equiv. Vol,0.5612,0.886,-0.072,Compressed Vol,1,0.73,9.33,9.33,Normal,3,1.1,11.04,14.66,Normal,4.52,3.58,,,,,,,,,,,,,,,,,,,0.073299,-0.001927,0.075226,4.2467,5.0422,7.0032,7.9265,9.7364,0.723,0.047,0.742,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.1011,0.531,Moderate,0.873,0.875,0.875
NTNX,3/27/26,0.5139,-0.2379,Q1 High Premium / Low Risk,37.61,4/17/26,5.0518,55.145,2.5259,58.072,,,0.9306,58.072,4/17/26,5.0518,55.145,2.5259,58.072,,,0.9306,58.072,5/15/26,6.2616,54.1695,4.786,56.121,2.9248,60.023,,,6/18/26,8.7477,61.9743,6.9795,64.9005,3.6559,65.876,1.7947,75.632,7/17/26,9.8555,59.3723,7.9766,61.4865,4.5201,62.95,2.8583,63.925,10.64,5.05,5.58,0.6681,0.0916,0.1178,10.64,5.05,5.58,0.6681,0.0916,0.1178,10.45,6.26,4.19,0.4375,0.1156,0.146,13.72,8.75,4.97,0.3857,0.1411,0.2039,16.07,9.86,6.21,0.406,0.166,0.2298,0.392,0.4289,0.4902,0.5514,1.286,0.1225,Rich Vol,0.5514,1.286,0.1225,Rich Vol,0.5417,1.263,0.1128,Rich Vol,0.6197,1.445,0.1908,Rich Vol,0.5937,1.384,0.1648,Rich Vol,1,0.73,6.37,6.37,Normal,3,1.1,7,8.42,Normal,3.06,2.42,,,,,,,,,,,,,,,,,,,0.072856,0.00079,0.072066,4.5466,4.5466,5.9665,8.3941,9.4797,0.715,0.941,0.709,Rich + Efficient,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,1.7608,0.387,Normal,0.684,0.682,0.682
RCL,3/27/26,0.4773,-0.3784,Q1 High Premium / Low Risk,261.8,4/10/26,4.0043,60.9988,3.0214,65.0958,1.7236,68.3155,0.7318,79.8597,4/17/26,4.8442,60.8594,3.6701,63.6,1.7953,67.177,0.7442,71.73,5/15/26,6.8373,59.0473,5.8346,62.462,3.0144,66.2017,1.0967,71.242,6/18/26,8.1384,56.8525,6.9137,59.698,4.0202,63.4375,1.6682,68.5864,7/17/26,9.3535,55.3888,8.0596,57.7467,4.4563,60.9987,2.0168,66.2668,7.48,4,3.47,0.5202,0.0656,0.0823,8.69,4.84,3.84,0.4945,0.0796,0.0996,11.5,6.84,4.67,0.4418,0.1158,0.1406,12.7,8.14,4.56,0.3892,0.1431,0.1673,14.95,9.35,5.6,0.4049,0.1689,0.1923,0.514,0.4863,0.5899,0.61,1.254,0.1236,Rich Vol,0.6086,1.251,0.1222,Rich Vol,0.5905,1.214,0.1041,Rich Vol,0.5685,1.169,0.0822,Equiv. Vol,0.5539,1.139,0.0675,Equiv. Vol,1,0.73,7.25,7.25,Normal,1,0.37,17.1,17.1,Normal,3.47,2.75,,,,,,,,,,,,,,,,,,,0.072422,-0.000809,0.07323,3.8077,4.6094,6.6368,7.8935,9.0947,0.711,0.149,0.721,Rich + Thin,Rich + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,1.3998,0.239,Normal,0.753,0.754,0.755
SQM,3/27/26,0.4442,-0.2427,Q1 High Premium / Low Risk,82.7,4/17/26,5.1693,62.4615,3.6427,61.974,2.3579,71.2425,0.6852,72.3803,4/17/26,5.1693,62.4615,3.6427,61.974,2.3579,71.2425,0.6852,72.3803,5/15/26,6.968,62.218,5.7537,61.3237,3.3555,68.803,,,,,,,,,,,,7/17/26,9.5627,59.535,8.812,60.023,4.8972,61.324,2.3982,61.649,9.01,5.17,3.84,0.4996,0.0828,0.0934,9.01,5.17,3.84,0.4996,0.0828,0.0934,11,6.97,4.03,0.4009,0.112,0.1259,,,,,,,14.44,9.56,4.87,0.3637,0.1606,0.1728,0.6341,0.5534,0.5614,0.6246,1.129,0.0712,Equiv. Vol,0.6246,1.129,0.0712,Equiv. Vol,0.6222,1.124,0.0688,Equiv. Vol,,,,,0.5954,1.076,0.0419,Equiv. Vol,1,0.73,9.46,9.46,Normal,2,0.73,8.34,9.46,Normal,3.95,3.13,,,,,,,,,,,,,,,,,,,0.063366,-0.000407,0.063773,4.864,4.864,6.7251,,9.4126,0.612,0.303,0.621,Cheap + Thin,Cheap + Thin,Cheap + Thin,,Cheap + Thin,1.7137,0.361,Normal,0.808,0.808,0.808
ON,3/27/26,0.4371,-0.4387,Q1 High Premium / Low Risk,58.35,4/10/26,3.4876,54.169,2.7821,59.6977,1.4482,59.5355,0.7369,66.364,4/17/26,4.4473,54.82,3.2734,57.8278,1.6881,63.275,0.7476,72.7055,5/15/26,7.0694,59.047,5.6127,59.047,3.1791,63.925,1.6452,68.803,6/18/26,8.569,54.169,7.1979,55.145,3.7746,59.0475,1.6474,64.413,7/17/26,8.3548,53.6815,8.5261,54.169,4.1017,56.1207,2.1208,56.8525,5.92,3.49,2.44,0.464,0.0644,0.0857,7.95,4.45,3.51,0.5027,0.0811,0.1093,11.95,7.07,4.88,0.4591,0.1197,0.1737,14.91,8.57,6.34,0.4796,0.1582,0.2105,12.34,8.35,3.98,0.3448,0.1556,0.2053,0.4574,0.407,0.4532,0.5417,1.331,0.1347,Rich Vol,0.5482,1.347,0.1412,Rich Vol,0.5905,1.451,0.1835,Rich Vol,0.5417,1.331,0.1347,Rich Vol,0.5368,1.319,0.1298,Rich Vol,1,0.73,6.76,6.76,Normal,1,0.37,6.76,6.76,Normal,2.9,2.3,,,,,,,,,,,,,,,,,,,0.072054,-0.000142,0.072195,3.3465,4.2125,6.7781,8.2948,8.3891,0.707,0.464,0.713,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.2745,0.206,Normal,0.653,0.651,0.652
PAYC,3/27/26,0.434,-0.3934,Q1 High Premium / Low Risk,117.06,4/17/26,4.2329,55.633,2.755,57.096,1.6658,59.047,0.8222,64.901,4/17/26,4.2329,55.633,2.755,57.096,1.6658,59.047,0.8222,64.901,5/15/26,7.3381,63.2747,5.4886,65.3885,2.9258,67.3395,1.7726,75.6325,6/18/26,8.3782,58.5595,7.1545,60.511,4.2286,62.462,1.8011,62.6247,8/21/26,10.0034,56.6082,10.2191,60.023,5.6381,62.462,2.4702,60.023,8.02,4.23,3.78,0.4992,0.0761,0.0894,8.02,4.23,3.78,0.4992,0.0761,0.0894,12.59,7.34,5.26,0.4514,0.116,0.155,13.66,8.38,5.28,0.4064,0.1431,0.1769,14.13,10,4.13,0.3268,0.1767,0.2112,0.4148,0.4736,0.4353,0.5563,1.175,0.0828,Equiv. Vol,0.5563,1.175,0.0828,Equiv. Vol,0.6327,1.336,0.1592,Rich Vol,0.5856,1.237,0.112,Rich Vol,0.5661,1.195,0.0925,Equiv. Vol,1,0.73,6.22,6.22,Normal,2,0.73,6.6,6.97,Normal,3.38,2.68,,,,,,,,,,,,,,,,,,,0.086641,0.000158,0.086483,3.9373,3.9373,6.9682,8.1335,10.0465,0.834,0.692,0.826,Cheap + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Cheap + Thin,1.4647,0.265,Normal,0.739,0.739,0.74
EAT,3/27/26,0.4041,-0.4734,Q1 High Premium / Low Risk,133.67,4/17/26,4.6907,55.145,3.2917,56.6085,1.702,59.047,0.6546,68.3155,4/17/26,4.6907,55.145,3.2917,56.6085,1.702,59.047,0.6546,68.3155,5/15/26,6.8851,62.2993,5.9849,63.6,2.9737,65.876,1.1409,70.0228,6/18/26,8.2161,59.5352,8.1295,62.2993,,,,,7/17/26,9.1045,56.1207,8.2292,58.5595,4.0585,58.5595,2.4875,57.096,8.63,4.69,3.94,0.5423,0.0851,0.098,8.63,4.69,3.94,0.5423,0.0851,0.098,10.3,6.89,3.41,0.3749,0.1105,0.1439,11.95,8.22,3.74,0.3499,0.138,0.1717,13.71,9.1,4.6,0.3664,0.1622,0.1903,0.4848,0.4785,0.4524,0.5514,1.152,0.073,Equiv. Vol,0.5514,1.152,0.073,Equiv. Vol,0.623,1.302,0.1445,Rich Vol,0.5954,1.244,0.1169,Rich Vol,0.5612,1.173,0.0827,Equiv. Vol,1,0.73,6.7,6.7,Normal,1,0.37,6.7,6.7,Normal,3.42,2.7,,,,,,,,,,,,,,,,,,,0.066796,0.000222,0.066573,4.4109,4.4109,6.7051,8.1988,8.9294,0.656,0.731,0.652,Cheap + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Cheap + Thin,1.2696,0.204,Normal,0.746,0.746,0.745
