symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
RGTI,2026-03-31,1.7388,-0.3704,Q1 High Premium / Low Risk,14.04,2026-04-10,4.8611,85.876,3.4366,90.754,1.3889,83.437,0.8072,98.396,2026-05-01,8.5826,87.9897,6.3034,86.0383,4.3091,93.193,1.8697,96.12,2026-05-15,10.0902,93.1927,8.1375,99.0465,4.0598,97.095,2.0388,123.4362,,,,,,,,,,2026-07-17,12.6306,85.063,14.4706,88.6403,6.9979,90.754,3.5791,97.583,8.4,4.86,3.54,0.4913,0.0566,0.0717,14.29,8.58,5.71,0.4631,0.0975,0.1265,15.98,10.09,5.89,0.4057,0.1083,0.1488,,,,,,,16.49,12.63,3.86,0.2961,0.1485,0.1862,0.658,0.6782,0.8397,0.8588,1.266,0.1805,Rich Vol,0.8799,1.297,0.2017,Rich Vol,0.9319,1.374,0.2537,Rich Vol,,,,,0.8506,1.254,0.1724,Rich Vol,0,0.0,0.0,8.47,Normal,2,0.73,15.28,16.77,Normal,4.08,3.3,,,,,,,,,,,,,0.101203,-0.00021,0.101413,4.5762,8.1268,9.6997,,12.9986,0.908,0.318,0.912,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,0.6302,0.066,Normal,0.887,0.886,0.886
TQQQ,2026-03-31,1.5127,-0.1592,Q1 High Premium / Low Risk,41.68,2026-04-10,4.0091,72.7054,2.9415,79.925,1.7125,87.5835,0.7638,98.1792,2026-05-01,6.4635,70.3642,5.5662,80.2665,3.5509,85.876,1.5595,100.022,2026-05-15,7.7471,68.8032,7.2937,76.9333,4.6665,85.388,1.8414,102.949,2026-06-18,8.5635,67.1306,9.0971,78.559,4.7865,87.827,2.7771,98.071,2026-09-18,12.0981,67.2422,14.7899,76.2826,8.4493,84.0873,5.9341,91.567,7.43,4.01,3.42,0.5132,0.0551,0.0654,10.59,6.46,4.12,0.4289,0.0919,0.1054,13.08,7.75,5.33,0.4498,0.1126,0.1264,10.69,8.56,2.12,0.2843,0.1276,0.1397,16.34,12.1,4.25,0.2951,0.1799,0.1974,0.6835,0.613,0.5526,0.7271,1.186,0.114,Equiv. Vol,0.7036,1.148,0.0906,Equiv. Vol,0.688,1.122,0.075,Equiv. Vol,0.6713,1.095,0.0583,Equiv. Vol,0.6724,1.097,0.0594,Equiv. Vol,1,0.73,9.53,9.53,Normal,2,0.73,8.46,9.53,Normal,3.69,2.98,,,,,,,,,,,,,0.108071,-0.000715,0.108786,3.7956,6.284,7.6564,8.6702,12.6365,0.935,0.114,0.935,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.7186,0.369,Normal,0.847,0.847,0.847
MP,2026-03-31,1.4654,-0.1764,Q1 High Premium / Low Risk,48.26,2026-04-10,4.3393,78.234,2.9804,80.3477,1.5713,84.0877,0.9739,90.266,2026-05-01,7.1612,73.8764,5.4945,76.2823,3.2498,82.7863,0.7563,80.51,2026-05-15,8.5837,73.681,6.7862,73.681,3.8489,75.1445,1.6629,78.071,2026-06-18,9.2675,71.242,9.0137,69.779,5.0974,70.754,1.8545,74.657,2026-09-18,12.4016,67.8277,11.2412,67.828,5.0767,66.852,2.528,66.852,7.71,4.34,3.37,0.4946,0.0555,0.0619,13.25,7.16,6.09,0.5115,0.0969,0.1021,17.17,8.58,8.58,0.5514,0.1165,0.1224,13.5,9.27,4.23,0.3384,0.1301,0.1322,17.2,12.4,4.8,0.3078,0.1828,0.1768,0.7292,0.7013,0.751,0.7823,1.116,0.0811,Equiv. Vol,0.7388,1.053,0.0375,Equiv. Vol,0.7368,1.051,0.0355,Equiv. Vol,0.7124,1.016,0.0111,Equiv. Vol,0.6783,0.967,-0.023,Equiv. Vol,1,0.73,12.77,12.77,Normal,1,0.37,12.77,12.77,Normal,4.22,3.41,,,,,,,,,,,,,0.098665,-0.001248,0.099913,4.0675,6.8279,8.2242,9.2167,12.1695,0.894,0.065,0.896,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.6312,0.334,Normal,0.898,0.899,0.898
SQQQ,2026-03-31,1.3422,-0.1848,Q1 High Premium / Low Risk,80.49,2026-04-10,4.1444,77.5835,2.5365,69.7792,1.2374,64.1204,0.4379,59.0472,2026-05-01,8.119,79.0468,4.8646,69.0959,2.4421,63.4372,0.8189,61.4862,2026-05-15,9.4173,80.1444,6.0512,69.9008,2.5034,61.2425,1.0076,56.9012,2026-06-18,12.0813,81.3355,8.8348,71.9467,4.4304,65.096,0.996,61.6487,2026-09-18,15.1033,94.602,14.471,76.6966,6.9857,68.6948,3.1793,62.9496,7.23,4.14,3.09,0.4681,0.0534,0.0665,15.22,8.12,7.1,0.5489,0.1027,0.1302,16.37,9.42,6.95,0.4833,0.1175,0.1511,19.28,12.08,7.2,0.4234,0.1485,0.1938,18.09,15.1,2.99,0.2322,0.1597,0.2423,0.6973,0.6234,0.5547,0.7758,1.244,0.1524,Rich Vol,0.7905,1.268,0.167,Rich Vol,0.8014,1.286,0.178,Rich Vol,0.8134,1.305,0.1899,Rich Vol,0.946,1.517,0.3226,Very Rich Vol,1,0.73,10.52,10.52,Normal,1,0.37,10.52,10.52,Normal,3.75,3.04,,,,,,,,,,,,,0.139555,0.002076,0.137479,3.8228,7.4681,8.7441,11.432,14.9768,0.973,0.98,0.973,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.5202,0.292,Normal,0.854,0.854,0.855
SHOP,2026-03-31,1.1091,-0.2676,Q1 High Premium / Low Risk,118.62,2026-04-10,3.3447,60.8358,2.519,64.9008,1.4943,67.8278,0.5817,80.5102,2026-05-01,6.0867,65.8765,5.427,69.291,2.7293,72.218,1.3966,84.7377,2026-05-15,8.1415,70.2665,6.7021,74.3317,3.351,78.071,1.5919,84.0877,2026-06-18,9.3955,64.9007,8.8096,69.4537,4.5734,73.356,1.8694,80.5102,2026-07-17,10.1912,63.6815,9.2944,67.3398,4.9633,70.2665,2.3276,77.3884,6.15,3.34,2.8,0.5074,0.055,0.0579,9.22,6.09,3.14,0.3993,0.0924,0.1054,11.85,8.14,3.71,0.399,0.1159,0.1409,14.72,9.4,5.33,0.4052,0.1448,0.1626,15.42,10.19,5.23,0.3699,0.16,0.1764,0.5448,0.5777,0.6346,0.6084,1.053,0.0307,Equiv. Vol,0.6588,1.14,0.0811,Equiv. Vol,0.7027,1.216,0.125,Rich Vol,0.649,1.123,0.0713,Equiv. Vol,0.6368,1.102,0.0591,Equiv. Vol,1,0.73,7.33,7.33,Normal,2,0.73,9.66,10.28,Normal,3.48,2.81,,,,,,,,,,,,,0.086787,0.000144,0.086643,3.1796,5.9548,7.8536,9.2783,10.0118,0.847,0.658,0.845,Cheap + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,1.6139,0.323,Normal,0.818,0.818,0.816
ALB,2026-03-31,1.0801,-0.2179,Q1 High Premium / Low Risk,179.53,2026-04-10,3.7724,68.5592,2.6885,67.8277,1.4844,69.7787,0.7471,84.5346,2026-05-01,6.1292,66.364,4.7179,68.413,2.6653,71.0797,1.2449,75.632,2026-05-15,7.5497,68.2178,5.9693,71.73,3.3885,74.3317,1.4538,79.3394,2026-06-18,9.3188,65.291,8.2827,68.6084,4.0836,71.242,1.7769,75.4372,2026-09-18,12.4148,65.551,12.8096,66.2943,6.4307,69.3886,2.7767,74.5174,6.53,3.77,2.76,0.478,0.055,0.0657,10.72,6.13,4.59,0.4604,0.0924,0.1067,13.13,7.55,5.58,0.4555,0.1107,0.1314,14.31,9.32,4.99,0.3914,0.1427,0.1622,17.77,12.41,5.35,0.3291,0.1894,0.2161,0.502,0.5744,0.6265,0.6856,1.194,0.1112,Equiv. Vol,0.6636,1.155,0.0892,Equiv. Vol,0.6822,1.188,0.1078,Equiv. Vol,0.6529,1.137,0.0785,Equiv. Vol,0.6555,1.141,0.0811,Equiv. Vol,1,0.73,7.85,7.85,Normal,2,0.73,8.86,9.88,Normal,3.46,2.8,,,,,,,,,,,,,0.113199,-0.000372,0.113571,3.5556,5.8469,7.2336,9.1116,12.4938,0.939,0.226,0.939,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.6369,0.336,Normal,0.81,0.811,0.811
SLV,2026-03-31,0.9558,-0.1183,Q1 High Premium / Low Risk,68.14,2026-04-10,3.8404,70.0228,2.6846,71.8693,1.4578,75.4697,0.6271,84.1875,2026-05-01,6.1727,68.478,4.6721,69.7787,3.1553,71.73,1.2584,78.071,2026-05-15,7.577,68.1721,5.8229,68.7282,3.0672,70.7544,1.3007,76.2998,2026-06-18,9.6515,67.1446,7.9088,65.876,4.1103,66.852,1.6667,70.4883,2026-07-17,10.8188,65.6906,9.1453,63.9764,4.5966,64.4827,1.9476,66.9333,6.82,3.84,2.98,0.4892,0.0548,0.057,9.5,6.17,3.33,0.3957,0.0901,0.0916,12.46,7.58,4.88,0.4324,0.1111,0.1125,15.22,9.65,5.57,0.4049,0.1437,0.1433,17.18,10.82,6.36,0.3995,0.1647,0.1606,0.6025,0.6737,1.066,0.7002,1.039,0.0265,Equiv. Vol,0.6848,1.016,0.0111,Equiv. Vol,0.6817,1.012,0.008,Equiv. Vol,0.6714,0.997,-0.0023,Equiv. Vol,0.6569,0.975,-0.0168,Equiv. Vol,1,0.73,8.82,8.82,Normal,2,0.73,25.39,33.6,Normal,4.05,3.28,,,,,,,,,,,,,0.089398,-0.000533,0.089931,3.6092,5.8726,7.2262,9.303,10.4841,0.861,0.165,0.857,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9434,0.462,Normal,0.883,0.883,0.883
MPWR,2026-03-31,0.9323,-0.3967,Q1 High Premium / Low Risk,1093.35,2026-04-17,3.8466,54.448,2.8582,58.0718,1.4945,62.7548,0.7028,71.3753,,,,,,,,,,2026-05-15,6.6962,60.1857,5.0064,63.8032,3.0418,67.6883,1.1486,73.6812,2026-06-18,8.5883,57.0962,6.8315,60.023,3.7896,62.7329,1.5856,67.27,2026-09-18,10.8432,55.5204,10.1373,57.5515,5.7164,60.4134,2.3899,63.535,6.83,3.85,2.99,0.4831,0.0706,0.0749,,,,,,,11.28,6.7,4.58,0.4435,0.1113,0.1304,15.36,8.59,6.77,0.4803,0.1504,0.1673,17.02,10.84,6.18,0.3722,0.1953,0.2112,0.5425,0.5134,0.5025,0.5445,1.06,0.0311,Equiv. Vol,,,,,0.6019,1.172,0.0884,Equiv. Vol,0.571,1.112,0.0575,Equiv. Vol,0.5552,1.081,0.0418,Equiv. Vol,1,0.73,8.69,8.69,Normal,1,0.37,8.69,8.69,Normal,3.09,2.5,,,,,,,,,,,,,0.092253,6e-05,0.092192,3.6489,,6.3582,8.2369,10.702,0.869,0.588,0.867,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.4126,0.25,Normal,0.768,0.768,0.768
LYFT,2026-03-31,0.8978,-0.6663,Q1 High Premium / Low Risk,13.3,2026-04-10,2.7068,52.218,2.4812,54.169,1.1842,61.4865,0.4511,74.169,2026-05-01,7.2744,90.1035,8.9223,121.485,,,,,2026-05-15,8.1391,72.218,5.5263,74.657,3.0827,73.681,1.4098,81.9735,2026-06-18,8.7218,64.2503,6.6165,62.95,,,1.8672,74.6567,2026-07-17,8.9474,60.511,9.8308,61.9745,4.7932,66.852,2.3308,69.779,4.06,2.71,1.35,0.3903,0.0518,0.0584,12.95,7.27,5.68,0.4098,0.0807,0.1569,15.21,8.14,7.07,0.4983,0.1127,0.1756,17.61,8.72,8.89,0.4896,0.1357,0.1881,12.11,8.95,3.16,0.3056,0.1479,0.193,0.4657,0.4636,0.5742,0.5222,1.126,0.0586,Equiv. Vol,0.901,1.944,0.4374,Very Rich Vol,0.7222,1.558,0.2586,Very Rich Vol,0.6425,1.386,0.1789,Rich Vol,0.6051,1.305,0.1415,Rich Vol,0,0.0,0.0,5.09,Normal,1,0.37,18.6,18.6,Normal,2.79,2.26,,,,,,,,,,,,,0.068922,-0.000707,0.069629,2.6617,7.604,7.6165,8.3007,9.1241,0.722,0.117,0.722,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.3303,0.026,Normal,0.715,0.715,0.715
BROS,2026-03-31,0.8923,-0.5275,Q1 High Premium / Low Risk,50.66,2026-04-10,3.1715,59.3727,2.3687,68.3155,1.816,90.6562,0.8883,83.9245,2026-05-01,5.9366,61.4865,4.4537,64.413,2.3687,65.8765,1.2337,70.2665,2026-05-15,7.5799,69.7787,5.7985,72.2175,2.9362,75.632,1.4558,81.9735,2026-06-18,8.8482,64.9008,7.649,66.852,4.6141,70.754,1.8259,76.8518,2026-07-17,9.6871,60.267,8.6854,62.9495,4.6717,66.2017,1.793,70.7543,6.21,3.17,3.04,0.5252,0.0534,0.0542,10.45,5.94,4.52,0.4848,0.0966,0.1015,12.92,7.58,5.34,0.438,0.1086,0.1295,14.02,8.85,5.17,0.3857,0.1363,0.1512,15.77,9.69,6.08,0.3996,0.1607,0.1656,0.5953,0.5851,0.5354,0.5937,1.015,0.0086,Equiv. Vol,0.6149,1.051,0.0298,Equiv. Vol,0.6978,1.193,0.1127,Equiv. Vol,0.649,1.109,0.0639,Equiv. Vol,0.6027,1.03,0.0176,Equiv. Vol,0,0.0,0.0,6.86,Normal,4,1.47,7.28,8.45,Normal,3.52,2.85,,,,,,,,,,,,,0.081745,0.000115,0.08163,3.0109,5.64,7.2236,8.6084,9.4868,0.812,0.629,0.81,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,0.9905,0.117,Normal,0.821,0.821,0.822
KLAC,2026-03-31,0.8841,-0.6988,Q1 High Premium / Low Risk,1472.41,2026-04-17,4.0048,56.5543,3.0515,59.9011,1.6495,63.8034,0.7121,73.1325,,,,,,,,,,2026-05-15,6.3452,56.9012,4.9803,60.023,2.6908,64.1203,1.2171,70.9634,2026-06-18,8.159,54.9949,6.4588,58.1938,3.4165,62.8412,1.4846,68.7421,2026-09-18,10.6347,53.7302,10.3847,56.1207,5.5114,59.4654,2.3366,64.7383,7.41,4.0,3.41,0.5046,0.0708,0.0796,,,,,,,10.81,6.35,4.47,0.4496,0.1115,0.1261,14.39,8.16,6.23,0.4673,0.1484,0.1621,16.89,10.63,6.26,0.3817,0.1979,0.2113,0.5598,0.5033,0.6208,0.5655,1.124,0.0622,Equiv. Vol,,,,,0.569,1.131,0.0657,Equiv. Vol,0.5499,1.093,0.0467,Equiv. Vol,0.5373,1.068,0.034,Equiv. Vol,0,0.0,0.0,6.29,Normal,2,0.73,12.3,16.54,Normal,3.03,2.45,,,,,,,,,,,,,0.088216,-0.000398,0.088614,3.8141,,6.0722,7.819,10.5847,0.855,0.211,0.853,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,0.6273,0.064,Normal,0.761,0.759,0.759
TOST,2026-03-31,0.7518,-0.1257,Q1 High Premium / Low Risk,26.51,2026-04-10,3.1875,55.145,2.2256,59.0477,1.0091,61.9745,0.3961,71.0793,2026-05-01,4.8661,55.4703,3.7722,56.121,2.4425,61.4865,1.3077,74.0063,2026-05-15,7.3746,64.5757,5.7148,68.3155,3.3195,75.3073,1.314,79.2093,2026-06-18,8.5958,59.5352,6.9471,64.2503,3.8476,69.779,1.8735,75.307,2026-09-18,10.5369,58.0717,11.6277,60.9988,6.2995,64.9008,3.112,70.104,5.64,3.19,2.45,0.5134,0.0578,0.0737,8.86,4.87,4.0,0.4556,0.0877,0.1126,13.52,7.37,6.15,0.4956,0.1142,0.1706,14.75,8.6,6.16,0.4426,0.1444,0.1989,14.94,10.54,4.4,0.3123,0.1814,0.2438,0.319,0.4322,0.5049,0.5514,1.276,0.1192,Rich Vol,0.5547,1.283,0.1225,Rich Vol,0.6458,1.494,0.2136,Rich Vol,0.5954,1.377,0.1631,Rich Vol,0.5807,1.344,0.1485,Rich Vol,1,0.73,7.68,7.68,Normal,3,1.1,8.52,10.95,Normal,2.6,2.1,,,,,,,,,,,,,0.100983,0.000414,0.100569,2.9951,4.6473,7.0426,8.2661,10.7551,0.9,0.832,0.9,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.9229,0.454,Normal,0.672,0.672,0.671
AMAT,2026-03-31,0.7219,-0.3014,Q1 High Premium / Low Risk,341.79,2026-04-10,3.1286,56.2835,2.2565,59.6977,1.1229,60.8036,0.5319,64.3156,2026-05-01,5.5436,58.7222,4.1853,62.3644,2.4083,65.8762,1.1686,71.5906,2026-05-15,7.0272,60.6733,5.6809,63.6,3.0647,67.5023,1.2733,74.4616,2026-06-18,7.9982,57.6816,7.2139,61.4865,4.0059,65.226,1.7652,71.5675,2026-07-17,8.9785,56.9337,8.5341,59.779,4.7068,63.4375,1.8143,71.608,5.67,3.13,2.54,0.5056,0.0556,0.0578,9.67,5.54,4.13,0.4696,0.0944,0.1023,12.05,7.03,5.02,0.47,0.1158,0.1297,13.56,8.0,5.57,0.42,0.1387,0.1477,14.63,8.98,5.66,0.3926,0.1577,0.1657,0.5736,0.5417,0.5618,0.5628,1.039,0.0211,Equiv. Vol,0.5872,1.084,0.0455,Equiv. Vol,0.6067,1.12,0.065,Equiv. Vol,0.5768,1.065,0.0351,Equiv. Vol,0.5693,1.051,0.0276,Equiv. Vol,1,0.73,8.7,8.7,Normal,2,0.73,8.24,8.7,Normal,3.26,2.64,,,,,,,,,,,,,0.074479,-3.8e-05,0.074517,2.9542,5.2719,6.7579,7.8413,8.8896,0.759,0.496,0.759,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.6587,0.347,Normal,0.79,0.791,0.791
APA,2026-03-31,0.677,-0.7273,Q1 High Premium / Low Risk,42.44,2026-04-10,3.2516,58.5595,2.2738,59.6977,1.0564,60.3483,0.595,70.2665,2026-05-01,6.032,64.3156,4.4504,65.6322,2.0578,66.2017,1.0878,74.0067,2026-05-15,7.1041,61.974,5.6904,61.974,2.9512,64.413,1.0839,70.2665,2026-06-18,7.9877,58.397,6.5151,59.535,3.6051,60.999,1.6219,65.8763,2026-07-17,9.3426,57.096,7.7639,58.072,3.9291,60.023,1.7908,63.9255,5.79,3.25,2.54,0.4966,0.0555,0.0835,11.13,6.03,5.1,0.4934,0.0938,0.1548,11.16,7.1,4.05,0.426,0.1146,0.1824,14.21,7.99,6.22,0.4345,0.1368,0.205,14.53,9.34,5.19,0.3887,0.1636,0.2398,0.3807,0.3896,0.4421,0.5856,1.503,0.196,Very Rich Vol,0.6432,1.651,0.2536,Very Rich Vol,0.6197,1.591,0.2302,Very Rich Vol,0.584,1.499,0.1944,Rich Vol,0.571,1.466,0.1814,Rich Vol,0,0.0,0.0,4.44,Normal,1,0.37,8.13,8.13,Normal,2.34,1.9,,,,,,,,,,,,,0.072142,-0.000516,0.072658,3.056,5.7157,6.8214,7.6932,9.0269,0.748,0.174,0.744,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.2455,0.013,Normal,0.611,0.611,0.613
PAYC,2026-03-31,0.648,-0.3656,Q1 High Premium / Low Risk,121.54,2026-04-17,3.3487,50.755,2.3243,55.145,1.4399,59.047,0.7199,65.8765,,,,,,,,,,2026-05-15,6.3299,58.0717,4.8749,60.511,2.5506,63.4375,1.289,71.7297,2026-06-18,7.6045,55.633,6.7468,58.072,3.5311,60.348,1.8204,66.364,2026-08-21,9.6939,54.1692,8.6117,56.771,4.539,58.7223,1.9952,60.6733,6.12,3.35,2.77,0.4644,0.066,0.0729,,,,,,,11.04,6.33,4.71,0.4501,0.109,0.1378,12.39,7.6,4.79,0.3979,0.1367,0.1655,15.76,9.69,6.07,0.3863,0.179,0.211,0.4137,0.4594,0.4346,0.5075,1.105,0.0481,Equiv. Vol,,,,,0.5807,1.264,0.1213,Rich Vol,0.5563,1.211,0.0969,Rich Vol,0.5417,1.179,0.0823,Equiv. Vol,1,0.73,6.22,6.22,Normal,2,0.73,6.6,6.97,Normal,2.76,2.24,,,,,,,,,,,,,0.082151,0.000372,0.081779,3.1438,,6.0389,7.433,9.4775,0.818,0.811,0.812,Cheap + Thin,,Rich + Thin,Rich + Thin,Cheap + Thin,1.4647,0.27,Normal,0.71,0.71,0.712
EAT,2026-03-31,0.6255,-0.3684,Q1 High Premium / Low Risk,142.77,2026-04-17,3.7018,53.6815,2.4865,57.096,1.5234,58.072,0.6391,69.5348,,,,,,,,,,2026-05-15,6.9085,60.3483,5.0606,61.974,2.9593,63.9255,1.1662,71.3398,2026-06-18,8.2055,56.6085,6.4439,60.023,,,,,2026-07-17,8.6335,53.584,7.2961,56.1207,3.9749,58.0715,2.0838,60.023,8.03,3.7,4.33,0.5762,0.069,0.0736,,,,,,,12.72,6.91,5.81,0.4988,0.1145,0.1373,14.36,8.21,6.15,0.453,0.145,0.1631,14.31,8.63,5.67,0.4078,0.1611,0.1716,0.5013,0.5032,0.4497,0.5368,1.067,0.0336,Equiv. Vol,,,,,0.6035,1.199,0.1003,Equiv. Vol,0.5661,1.125,0.0629,Equiv. Vol,0.5358,1.065,0.0327,Equiv. Vol,1,0.73,6.7,6.7,Normal,2,0.73,6.14,6.7,Normal,3.03,2.45,,,,,,,,,,,,,0.064781,-9.7e-05,0.064878,3.4587,,6.5389,7.8532,8.366,0.667,0.424,0.661,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.4901,0.274,Normal,0.759,0.759,0.759
FCX,2026-03-31,0.5765,-0.3121,Q1 High Premium / Low Risk,58.78,2026-04-10,3.1899,57.7467,2.2499,60.511,1.2476,64.5757,0.5553,79.9527,2026-05-01,5.689,60.023,4.2127,59.535,2.198,64.3156,1.0505,71.486,2026-05-15,6.6859,56.121,4.8996,58.072,2.3307,61.4865,1.1696,66.6084,2026-06-18,7.0475,54.169,6.72,55.145,3.3132,58.5595,1.5354,66.608,2026-07-17,8.451,53.6815,8.0384,54.169,5.0102,56.121,2.1223,59.0475,6.18,3.19,2.99,0.5376,0.0552,0.0615,9.43,5.69,3.74,0.4478,0.0948,0.1096,11.63,6.69,4.94,0.4903,0.1191,0.1289,14.37,7.05,7.32,0.4738,0.1301,0.1358,12.9,8.45,4.45,0.3671,0.1574,0.1629,0.5829,0.5189,0.5237,0.5775,1.113,0.0586,Equiv. Vol,0.6002,1.157,0.0814,Equiv. Vol,0.5612,1.082,0.0423,Equiv. Vol,0.5417,1.044,0.0228,Equiv. Vol,0.5368,1.035,0.0179,Equiv. Vol,1,0.73,7.29,7.29,Normal,2,0.73,7.55,7.82,Normal,3.12,2.53,,,,,,,,,,,,,0.064133,-0.000731,0.064865,3.0019,5.3937,6.3286,6.982,8.3685,0.654,0.108,0.658,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.5576,0.307,Normal,0.772,0.773,0.773
RCL,2026-03-31,0.563,-0.3792,Q1 High Premium / Low Risk,275.18,2026-04-10,3.1627,57.0964,2.3058,59.828,1.191,61.7305,0.5919,83.9248,2026-05-01,5.6665,59.8278,4.2404,62.9498,2.4439,68.3155,1.1029,72.7057,2026-05-15,6.5,58.0717,4.8196,60.023,2.83,63.9255,1.2216,74.9818,2026-06-18,7.8281,54.901,6.0536,58.0717,3.4614,60.9985,1.5801,70.1446,2026-07-17,8.4559,53.3888,7.2861,56.446,3.9853,59.3727,2.0012,67.2422,5.54,3.16,2.38,0.4869,0.0554,0.0629,9.95,5.67,4.28,0.4742,0.0947,0.1127,11.5,6.5,5.0,0.4685,0.1119,0.1292,13.04,7.83,5.21,0.4241,0.1426,0.1556,14.82,8.46,6.36,0.4239,0.1584,0.1681,0.5469,0.503,0.5985,0.571,1.135,0.068,Equiv. Vol,0.5983,1.189,0.0953,Equiv. Vol,0.5807,1.155,0.0777,Equiv. Vol,0.549,1.092,0.046,Equiv. Vol,0.5339,1.061,0.0309,Equiv. Vol,1,0.73,7.25,7.25,Normal,1,0.37,17.1,17.1,Normal,3.03,2.45,,,,,,,,,,,,,0.064709,-0.000683,0.065392,2.9913,5.3813,6.1639,7.4732,8.2219,0.665,0.125,0.667,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.3998,0.243,Normal,0.757,0.759,0.759
